target,proposal,src_id,ra,dec,peak_Jybeam,snr,sep_arcsec,on_target,all_off_target
MonR2-IRS3,2019.1.00437.S,2,91.94944392299548,-6.382057720522205,0.0168541930615901,59.2033805847168,1.6406289511703636,True,False
MonR2-IRS3,2022.1.00285.S,1,91.9493702691846,-6.382286951212839,0.0623265877366066,298.39190673828125,0.7782762366089399,True,False
MonR2-IRS3,2022.1.00285.S,2,91.9494381900128,-6.3820544511815305,0.0168380439281463,80.61305236816406,1.6472618168551245,True,False
MonR2-IRS3,2022.1.00285.S,3,91.9476571662326,-6.377404449046323,0.0075365123338997,36.08146286010742,19.29930961319087,False,False
NGC6334I,2016.1.00383.S,1,260.2212546820428,-35.78425610826545,0.0390475019812583,24.313594818115234,4.939445767856999,True,False
NGC6334I,2016.1.00383.S,2,260.22161628185364,-35.78314388798258,0.0359426066279411,22.380277633666992,1.3970333644249646,True,False
NGC6334I,2016.1.00383.S,3,260.2226859790767,-35.78297888738218,0.0395777449011802,24.64375877380371,1.7840573154267791,True,False
NGC6334I,2016.1.00383.S,4,260.2227010441289,-35.782838331750504,0.0660969465970993,41.15639114379883,1.9726151662370068,True,False
NGC6334I,2016.1.00383.S,5,260.22257298156313,-35.78274666567085,0.109057605266571,67.90657806396484,1.8213389825373172,True,False
NGC6334I,2016.1.00383.S,6,260.22260311296475,-35.782624443322725,0.0754945948719978,47.007999420166016,2.182414973658485,True,False
NGC6334I,2016.1.00383.S,7,260.22264831037126,-35.78250833200864,0.0492459014058113,30.663801193237305,2.5819908664605005,True,False
NGC6334I,2016.1.01036.S,1,260.22746381938066,-35.754826104381465,0.0097959106788039,17.93462562561035,102.84947096668198,False,True
NGC6334I,2016.1.01036.S,2,260.2299611186706,-35.751092771642014,0.0083615034818649,15.308472633361816,117.35919162446082,False,True
NGC6334I,2016.1.01137.S,1,260.22255820182687,-35.78274444766697,1.4581928253173828,15.454686164855955,1.7926988533008978,True,False
NGC6334I,2018.1.00024.S,1,260.2226922528872,-35.782852783140044,0.1235065013170242,27.72702980041504,1.9284477945658538,True,False
NGC6334I,2018.1.00024.S,2,260.22256898475115,-35.78275278310328,0.1832660287618637,41.1429557800293,1.7985633793213895,True,False
NGC6334I,2018.1.00024.S,3,260.2226049380224,-35.782656949793555,0.1341950446367263,30.12659072875977,2.1037713161656764,True,False
NGC6334I,2018.1.00024.S,4,260.2226408912231,-35.782511116473145,0.0941920801997184,21.145984649658203,2.5604549582098683,True,False
NGC6334I,2018.1.00495.S,1,260.22257945501224,-35.78275171394031,0.0216994173824787,173.75271606445312,1.8251116288723783,True,False
NGC6334I,2018.1.00495.S,2,260.2225952051136,-35.7826239360964,0.0149952676147222,120.0708999633789,2.167736996598888,True,False
NGC6334I,2018.1.00495.S,3,260.2212484860829,-35.78425948985698,0.0114060621708631,91.33122253417967,4.95893347166862,True,False
NGC6334I,2018.1.00495.S,4,260.222634581519,-35.78250254703381,0.0103205349296331,82.63912963867188,2.572766613282012,True,False
NGC6334I,2018.1.00495.S,5,260.22267396122203,-35.782841157959865,0.0091703161597251,73.42903900146484,1.8963016871272238,True,False
NGC6334I,2018.1.00495.S,6,260.2226897227404,-35.784227546775,0.0055968943051993,44.81574630737305,4.561011091607701,True,False
NGC6334I,2018.1.00495.S,7,260.2226267176555,-35.78419560263034,0.0053128669969737,42.54146957397461,4.385369990155799,True,False
NGC6334I,2018.1.00495.S,8,260.22247707324544,-35.78259838098363,0.0048951692879199,39.19685745239258,2.020876203632708,True,False
NGC6334I,2018.1.00495.S,9,260.2225164577908,-35.78394004751968,0.0046705254353582,37.39807891845703,3.4113529196197465,True,False
NGC6334I,2018.1.00495.S,10,260.22161077081944,-35.783147825147374,0.0044395974837243,35.548980712890625,1.415849377695162,True,False
NGC6334I,2018.1.00495.S,11,260.22245344663696,-35.78254088105817,0.0043480065651237,34.81558609008789,2.1589024473392797,True,False
NGC6334I,2018.1.00495.S,12,260.2225400838327,-35.78381865854337,0.0042233327403664,33.817291259765625,3.0395116339036465,True,False
NGC6334I,2018.1.00495.S,13,260.2226188402856,-35.783933658220256,0.0041896859183907,33.547874450683594,3.512541142117594,True,False
NGC6334I,2018.1.00495.S,14,260.2226109652577,-35.78401671381069,0.0041678082197904,33.37269592285156,3.7731619770945026,True,False
NGC6334I,2018.1.00495.S,15,260.22255583527215,-35.783869769594055,0.0041403952054679,33.15319061279297,3.225274664423171,True,False
NGC6334I,2018.1.00495.S,16,260.2225637115401,-35.78398476956337,0.0041275946423411,33.05069351196289,3.612694946212452,True,False
NGC6334I,2018.1.00495.S,17,260.22238256797874,-35.78262393681039,0.0040284087881445,32.25648880004883,1.7966803803227416,True,False
NGC6334I,2018.1.00495.S,18,260.22251645848706,-35.78406782529784,0.0039533651433885,31.655593872070312,3.8423497084024265,True,False
NGC6334I,2018.1.00495.S,19,260.22351661991144,-35.78191476200789,0.0039344825781881,31.504396438598636,5.875308180956752,False,False
NGC6334I,2018.1.00495.S,20,260.22152414061924,-35.783103102555046,0.0037601268850266,30.108285903930664,1.640450777327659,True,False
NGC6334I,2021.1.00713.S,1,259.7842010965014,-36.11944562295904,0.0052336272783577,84.7961654663086,1761.2092920461737,False,True
NGC6334I,2021.1.00713.S,2,259.786888437422,-36.11767062048156,0.0086761247366666,140.57212829589844,1751.1171399621028,False,True
NGC6334I,2021.1.00713.S,3,259.78723402049314,-36.117570615807736,0.0035031381994485,56.75847244262695,1750.1370139616788,False,True
NGC6334I,2022.1.00700.S,1,260.22746971481763,-35.75482574367131,0.0066442880779504,76.60665893554688,102.853386137043,False,True
NGC6334I,2022.1.00700.S,2,260.2275800683375,-35.75241118813283,0.0067631127312779,77.97666931152344,111.49739448535269,False,True
NGC6334I,2022.1.00700.S,3,260.22931809987205,-35.75232506397259,0.0023478318471461,27.069799423217773,112.64507145473046,False,True
NGC6334I,2022.1.00700.S,4,260.2291568094692,-35.75193756623622,0.0029850036371499,34.416202545166016,113.9292537044883,False,True
NGC6334I,2022.1.00700.S,5,260.2286326416912,-35.75178601654949,0.0034117177128791,39.33608627319336,114.19949197886102,False,True
NGC6334I,2022.1.00700.S,6,260.2284947023744,-35.751682684382715,0.0021387606393545,24.65927124023437,114.49968354454562,False,True
NGC6334I,2022.1.00700.S,7,260.229691578508,-35.75166716901686,0.0018961558816954,21.86211204528809,115.17775135706827,False,True
NGC6334I,2022.1.00700.S,8,260.2301074970942,-35.75113499423502,0.0034878239966928,40.21356964111328,117.29480290974675,False,True
NGC6334I,2022.1.00700.S,9,260.2299631927741,-35.75110055276847,0.003985303454101,45.94935989379883,117.3329111121082,False,True
