Name,Type,RAJ2000,DEJ2000,l_deg,b_deg,d_kpc,Lbol_Lsun,has_ATLASGAL,ATLASGAL_offset_arcsec,has_6p7GHz_maser,maser_catalog,maser_sep_arcsec,gas_rich,keep,ALMA_visible,alma_nobs,alma_bands,alma_best_resolution_arcsec,simbad_main_id,simbad_otype,simbad_nbref,simbad_otypes,plx_ref,plx_source_name,plx_mas,d_parallax_kpc,d_RMS_kpc,ALMA_visible_45,has_ALMA_data,ALMA_N_obs,ALMA_res_asec,has_ALMA_highres,simbad_YSO_confirmed,simbad_MYSO_like,famous_MYSO_name,lit_confirmed_MYSO,has_maser_parallax,lit_confirmed_distance
G111.5671+00.7517,YSO,348.5073333333333,61.45552777777778,111.56733013728667,0.7518571311099991,2.700000047683716,44620.0,False,,True,Yang19,0.6853351698571593,True,True,False,0,,,IRAS 23118+6110,Y*O,385,,,,,,2.700000047683716,False,False,0,nan,False,True,True,False,True,False,False
G133.6945+01.2166A,YSO,36.379124999999995,62.10583333333334,133.69451275282043,1.2161070908648774,2.0,28530.0,False,,False,,83.49691383538666,False,True,False,0,,,MPCM J022530.99+620620.9,HII,107,,,,,,2.0,False,False,0,nan,False,False,False,False,False,False,False
G133.7150+01.2155,YSO,36.41991666666666,62.09791666666667,133.71517145834193,1.2154935192743341,2.0,206360.0,False,,False,,29.086670255500994,False,True,False,0,,,NAME W3 IRS 5,Y*O,367,,,,,,2.0,False,False,0,nan,False,True,True,True,True,False,True
G133.9476+01.0648,HII region,36.766041666666666,61.8735,133.94739985274398,1.0642208859766178,2.0,82610.0,False,,True,Yang19,2.472934447715226,True,True,False,0,,,NAME W 3 OH,HII,1064,,Reid2019,G133.94+01.06,0.5120000243186951,1.9531249072315449,2.0,False,False,0,nan,False,False,False,True,True,True,True
G138.2957+01.5552,YSO,45.3805,60.487027777777776,138.29500737832012,1.5551177541039858,2.9000000953674316,14220.0,False,,True,Yang19,7.24273199384565,True,True,False,0,,,NAME W 5 East,MoC,130,,,,,,2.9000000953674316,False,False,0,nan,False,False,True,True,True,False,True
G189.0307+00.7821,YSO,92.16883333333332,21.516777777777776,189.03109501028896,0.7821255221296972,2.0,19910.0,False,,True,MMB,6.844774289998037,True,True,True,12,"6,7",0.023417906381680658,RAFGL 6366S,HII,95,,,,,,2.0,True,True,12,0.023417906381680658,True,False,False,True,True,False,True
G192.6005-00.0479,YSO,93.22504166666667,17.98975,192.60029697028563,-0.04804475820057282,2.0,35600.0,False,,True,MMB,0.6643908106372497,True,True,True,200,"3,4,6,7",0.014666111076261274,MMB G192.600-00.048,Y*O,430,,Reid2019,G192.60-00.04,0.6010000109672546,1.6638934804520076,2.0,True,True,200,0.014666111076261274,True,True,True,False,True,True,True
G232.6207+00.9959,YSO,113.04054166666664,-16.970388888888888,232.62053467813885,0.9954097648620297,1.7000000476837158,11270.0,False,,True,MMB,1.3194677796614216,True,True,True,93,"3,6,7,8,10",0.028213483957188226,IRAS 07299-1651,Y*O,85,,Reid2019,G232.62+00.99,0.5960000157356262,1.6778523046945357,1.7000000476837158,True,True,93,0.028213483957188226,True,True,True,False,True,True,True
G290.3745+01.6615,YSO,168.07579166666662,-58.772444444444446,290.37453588372426,1.661155332565672,2.9000000953674316,14080.0,False,,True,MMB,0.989871558526301,True,True,True,0,,,IRAS 11101-5829,Y*O,33,,,,,,2.9000000953674316,True,False,0,nan,False,True,True,False,True,False,False
G316.8112-00.0566,HII region,221.35979166666664,-59.82080555555556,316.81097864489175,-0.05700137499153992,2.700000047683716,44320.0,True,7.800000190734863,True,MMB,1.5244353193998423,True,True,True,93,"3,6",0.024471435241763057,OH 316.81-00.07,Mas,22,,,,,,2.700000047683716,True,True,93,0.024471435241763057,True,False,True,False,False,False,False
G320.2046+00.8626A,HII region,226.34604166666665,-57.445499999999996,320.20503060914666,0.8636867566125519,2.799999952316284,10010.0,True,22.600000381469727,False,,2819.77521788889,True,True,True,0,,,IRAS 15015-5715,HII,6,,,,,,2.799999952316284,True,False,0,nan,False,False,False,False,False,False,False
G321.7209+01.1711,HII region,228.4572083333333,-56.41311111111111,321.72072875142743,1.17343423281846,2.799999952316284,36880.0,True,9.399999618530273,False,,62.89326598428029,True,True,True,0,,,IRAS 15100-5613,HII,16,,,,,,2.799999952316284,True,False,0,nan,False,False,False,False,False,False,False
G326.6618+00.5207,YSO,236.26183333333333,-54.15083333333333,326.6620587043365,0.5208777661481779,1.7999999523162842,15380.0,True,8.300000190734863,True,MMB,0.9714883161407428,True,True,True,23,6,0.043776030306853626,MMB G326.662+00.520,cor,19,,,,,,1.7999999523162842,True,True,23,0.043776030306853626,True,False,True,False,False,False,False
G328.2523-00.5320A,YSO,239.49929166666664,-53.96680555555556,328.25421649323624,-0.5323242033169252,2.9000000953674316,40510.0,True,0.6000000238418579,True,MMB,0.7129527899507068,True,True,True,151,"3,6,7",0.02427763467986225,IRAS 15541-5349,Y*?,78,,,,,,2.9000000953674316,True,True,151,0.02427763467986225,True,True,True,False,True,False,False
G328.2523-00.5320B,YSO,239.49741666666662,-53.965944444444446,328.25393275655495,-0.5309539500795807,2.9000000953674316,21300.0,True,5.599999904632568,True,MMB,4.433870161851036,True,True,True,151,"3,6,7",0.02427763467986225,IRAS 15541-5349,Y*?,78,,,,,,2.9000000953674316,True,True,151,0.02427763467986225,True,True,True,False,True,False,False
G328.8074+00.6324,HII region,238.95149999999995,-52.718583333333335,328.8081098119426,0.6330957215687076,2.799999952316284,196820.0,True,4.400000095367432,True,MMB,0.8710300968792096,True,True,True,62,"3,6,7",0.024213169355376617,IRAS 15520-5234,HII,59,,,,,,2.799999952316284,True,True,62,0.024213169355376617,True,False,False,False,False,False,False
G336.4917-01.4741A,HII region,250.00050000000002,-48.861222222222224,336.49207483170284,-1.474257017308402,2.0,217970.0,True,23.600000381469727,False,,2452.2726844658596,True,True,True,8,6,0.6933552285345415,GUM 53,HII,98,,,,,,2.0,True,True,8,0.6933552285345415,False,False,False,False,False,False,False
G336.4917-01.4741B,YSO,250.00474999999997,-48.864555555555555,336.4914378177882,-1.478560824292079,2.0,11470.0,True,31.0,False,,2465.1646390237265,True,True,True,8,6,0.6933552285345415,NAME RCW 108 IR Cluster,Cl*,14,,,,,,2.0,True,True,8,0.6933552285345415,False,False,True,True,True,False,True
G339.6221-00.1209,YSO,251.52499999999992,-45.61219444444445,339.62198999442796,-0.12064990066889413,2.799999952316284,23860.0,True,7.0,True,MMB,0.6091056089444693,True,True,True,52,"3,6,7",0.23545803539683752,OH 339.6-00.1,Y*O,86,,,,,,2.799999952316284,True,True,52,0.23545803539683752,False,True,True,False,True,False,False
G339.8838-01.2588,YSO,253.01941666666664,-46.14266666666666,339.8841228066829,-1.258666031467314,2.700000047683716,63920.0,True,5.199999809265137,True,MMB,0.6089346124127896,True,True,True,74,"3,6,7",0.054853354977971586,OH 339.88-01.26,Y*O,119,,Reid2019,G339.88-01.25,0.47999998927116394,2.083333379899463,2.700000047683716,True,True,74,0.054853354977971586,True,True,True,True,True,True,True
G343.1261-00.0623,YSO,254.57170833333328,-42.86863888888889,343.12684354864837,-0.06281601116825718,2.799999952316284,66190.0,True,2.700000047683716,False,,641.6777597437499,True,True,True,222,"3,5,6,7",0.021706930656524483,IRAS 16547-4247,Y*O,187,,,,,,2.799999952316284,True,True,222,0.021706930656524483,True,True,True,True,True,False,True
G343.5024-00.0145,HII region,254.83662499999997,-42.543749999999996,343.5024539003356,-0.014170303797152586,2.700000047683716,14500.0,True,0.20000000298023224,False,,567.7316977024667,True,True,True,0,,,AGAL G343.502-00.014,smm,17,,,,,,2.700000047683716,True,False,0,nan,False,False,True,False,False,False,False
G344.2207-00.5953,HII region,256.05354166666666,-42.33127777777778,344.2208969280293,-0.5934557367732205,2.5,40130.0,True,2.4000000953674316,False,,92.22489158302193,True,True,True,59,"3,6",0.2712809090854113,IRAS 17006-4215,HII,23,,,,,,2.5,True,True,59,0.2712809090854113,False,False,False,False,False,False,False
G345.0034-00.2240A,HII region,256.29662499999995,-41.48511111111111,345.0034925615253,-0.2242667323989045,2.799999952316284,17490.0,True,2.4000000953674316,True,MMB,0.6723309438821337,True,True,True,76,"3,6,7",0.03432770001893552,IRAS 17016-4124,SFR,75,,,,,,2.799999952316284,True,True,76,0.03432770001893552,True,False,True,False,False,False,False
G345.0061+01.7944C,HII region,254.1983333333333,-40.24047222222222,345.0095637364144,1.7923830354392967,2.4000000953674316,20000.0,False,,True,MMB,0.2498837354537665,True,True,True,32,"3,6",0.059777464874536924,OH 345.01+01.79,Mas,72,,,,,,2.4000000953674316,True,True,32,0.059777464874536924,True,False,True,False,False,False,False
G345.2244+01.0304,HII region,255.15862499999997,-40.54366666666667,345.22504919223127,1.030519141520362,2.4000000953674316,28830.0,True,42.5,False,,1852.1911554553233,True,True,True,8,6,0.5007338820620278,MSX6C G345.2244+01.0304,MIR,3,,,,,,2.4000000953674316,True,True,8,0.5007338820620278,False,False,True,False,False,False,False
G345.4881+00.3148,HII region,256.1168333333333,-40.77313888888889,345.48773873323125,0.3149465207567023,2.0999999046325684,36440.0,True,3.0,True,MMB,5.85844952853026,True,True,True,17,6,0.023195406589391114,AGAL G345.488+00.314,cor,22,,,,,,2.0999999046325684,True,True,17,0.023195406589391114,True,False,True,False,False,False,False
G345.4938+01.4677,YSO,254.923375,-40.06205555555555,345.49368242532904,1.4687057424042325,2.4000000953674316,154430.0,True,3.9000000953674316,False,,15.896199928968937,True,True,True,146,"3,6",0.02138195272655437,IRAS 16562-3959,SFR,77,,,,,,2.4000000953674316,True,True,146,0.02138195272655437,True,False,True,False,False,False,False
G345.5043+00.3480,YSO,256.09529166666664,-40.73986111111111,345.5042816690068,0.3481130029379256,2.0,23730.0,True,2.4000000953674316,True,MMB,1.8565210073192016,True,True,True,114,"3,6,7",0.034243307985538714,OH 345.50+00.35,Mas,50,,,,,,2.0,True,True,114,0.034243307985538714,True,False,True,False,False,False,False
G348.5312-00.9714,HII region,259.8147083333333,-39.07577777777778,348.5313389352553,-0.9724542859851405,2.799999952316284,14180.0,True,1.7000000476837158,False,,70.1938053564186,True,True,True,16,"3,6",0.021891858866385186,[BNM96] 348.534-0.973,HII,25,,,,,,2.799999952316284,True,True,16,0.021891858866385186,True,False,False,False,False,False,False
G348.6972-01.0263,HII region,259.99549999999994,-38.97080555555556,348.6978675567081,-1.0274405396596291,2.799999952316284,15610.0,True,1.2000000476837158,False,,62.03948803264591,True,True,True,21,"3,6",0.054808664202983574,AGAL G348.698-01.027,smm,19,,,,,,2.799999952316284,True,True,21,0.054808664202983574,True,False,True,False,False,False,False
G348.7250-01.0435,HII region,260.03387499999997,-38.956500000000005,348.726672303322,-1.0437356335059895,2.799999952316284,34750.0,True,17.5,False,,23.419549711754144,True,True,True,31,6,0.05030334049908839,AGAL G348.726-01.039,smm,18,,,,,,2.799999952316284,True,True,31,0.05030334049908839,True,False,True,False,False,False,False
