ID,Name,GLON,GLAT,Dist_kpc,theta_200AU_arcsec,n_alma_obs,best_res_arcsec,n_hires_obs
47117,b'HIGALBM332.7659-0.0076',332.765947,-0.007624,10.962,0.01824484583105273,34,0.16099034795562847,0
47148,b'HIGALBM332.7966-0.5977',332.796594,-0.597709,3.8,0.05263157894736842,0,,0
47159,b'HIGALBM332.8131-0.7005',332.8131,-0.700459,3.8,0.05263157894736842,0,,0
47171,b'HIGALBM332.8271-0.5492',332.827074,-0.549173,3.852,0.05192107995846314,74,0.18064614535529122,0
47244,b'HIGALBM332.9422-0.6860',332.942164,-0.686002,3.601,0.055540127742293804,30,0.23953129841419724,0
47264,b'HIGALBM332.9614+0.7742',332.961419,0.77415,11.762,0.017003910899506886,13,0.7958265911621605,0
47266,b'HIGALBM332.9637-0.6792',332.963654,-0.679186,3.601,0.055540127742293804,63,0.14556425939149545,0
47277,b'HIGALBM332.9730-0.4716',332.972959,-0.471581,3.8,0.05263157894736842,4,1.6732256708766173,0
47280,b'HIGALBM332.9767+0.7700',332.976669,0.769964,11.716,0.01707067258449983,25,0.23769682124088007,0
47295,b'HIGALBM332.9853-0.4458',332.985312,-0.445807,3.8,0.05263157894736842,0,,0
47297,b'HIGALBM332.9866-0.5000',332.986586,-0.500024,3.8,0.05263157894736842,12,0.23902550353757207,0
47298,b'HIGALBM332.9868-0.4872',332.986797,-0.487158,3.8,0.05263157894736842,16,0.23895993119698572,0
47305,b'HIGALBM332.9950-0.4389',332.995019,-0.43887,3.8,0.05263157894736842,4,5.367326233965959,0
47310,b'HIGALBM333.0033-0.4373',333.003264,-0.437263,3.8,0.05263157894736842,12,0.23885177681115974,0
47316,b'HIGALBM333.0082+0.7712',333.008247,0.771213,11.716,0.01707067258449983,0,,0
47320,b'HIGALBM333.0118-0.4642',333.011802,-0.464177,3.8,0.05263157894736842,12,0.23871412228123093,0
47328,b'HIGALBM333.0181-0.4477',333.018076,-0.447674,3.8,0.05263157894736842,12,0.2383032807339417,0
47330,b'HIGALBM333.0183+0.7623',333.018271,0.762303,11.717,0.017069215669539985,20,0.021326526974558092,0
47341,b'HIGALBM333.0299-0.0632',333.029917,-0.063179,10.517,0.019016829894456595,13,0.7973946660760189,0
47355,b'HIGALBM333.0482+0.0369',333.048182,0.03694,11.562,0.01729804532087874,12,8.425588564665993,0
47360,b'HIGALBM333.0532+0.0293',333.053162,0.029329,11.502,0.01738828029907842,37,0.7970770485018023,0
47403,b'HIGALBM333.1129-0.5013',333.112859,-0.501326,3.659,0.05465974309920743,12,0.23796676702834366,0
47406,b'HIGALBM333.1143-0.4386',333.114323,-0.438557,11.468,0.017439832577607256,6,2.7084256802030775,0
47413,b'HIGALBM333.1206-0.4780',333.120579,-0.478024,11.468,0.017439832577607256,0,,0
47417,b'HIGALBM333.1220-0.4338',333.122012,-0.433784,11.468,0.017439832577607256,23,2.688992937771755,0
47420,b'HIGALBM333.1246-0.4244',333.124616,-0.424411,3.605,0.05547850208044383,26,0.26808557592233634,0
47424,b'HIGALBM333.1297-0.5603',333.129735,-0.560291,3.659,0.05465974309920743,68,0.04739322678574576,4
47435,b'HIGALBM333.1492-0.4460',333.149173,-0.445954,11.468,0.017439832577607256,6,2.7084256802030775,0
47439,b'HIGALBM333.1631-0.1002',333.163111,-0.100161,11.833,0.016901884560128453,24,8.749381417077428,0
47444,b'HIGALBM333.1680-0.4301',333.167981,-0.430066,11.577,0.01727563272004837,6,2.7084256802030775,0
47455,b'HIGALBM333.1843-0.0906',333.18431,-0.090571,11.062,0.01807991321641656,12,0.16113869194930747,0
47493,b'HIGALBM333.2207-0.4017',333.220702,-0.401673,11.577,0.01727563272004837,12,0.23773063777580403,0
47505,b'HIGALBM333.2343-0.0603',333.234262,-0.060262,3.965,0.05044136191677175,49,0.04375384853944969,4
47515,b'HIGALBM333.2451+0.0568',333.245075,0.056793,3.392,0.0589622641509434,12,0.23723894811028748,0
47517,b'HIGALBM333.2479+0.0660',333.24785,0.066048,3.392,0.0589622641509434,0,,0
47527,b'HIGALBM333.2640+0.0405',333.264018,0.040486,3.392,0.0589622641509434,0,,0
47549,b'HIGALBM333.2857-0.3738',333.285749,-0.373785,3.554,0.056274620146314014,18,2.7185773995291482,0
47553,b'HIGALBM333.2891-0.3876',333.289115,-0.387634,3.554,0.056274620146314014,47,0.23752648485127864,0
47562,b'HIGALBM333.3010-0.3535',333.300975,-0.353501,3.55,0.056338028169014086,14,2.7185773995291482,0
47565,b'HIGALBM333.3037-0.3671',333.303749,-0.367105,11.645,0.017174753112924,38,0.26786135991218296,0
47569,b'HIGALBM333.3071-0.3482',333.307121,-0.348204,3.55,0.056338028169014086,0,,0
47571,b'HIGALBM333.3098-0.3667',333.309821,-0.366658,3.55,0.056338028169014086,46,0.23747739728772357,0
47573,b'HIGALBM333.3143-0.3784',333.314298,-0.378435,11.645,0.017174753112924,14,2.7185773995291482,0
47575,b'HIGALBM333.3153+0.1055',333.315262,0.105535,11.739,0.01703722633955192,12,0.23848380101456,0
47588,b'HIGALBM333.3401-0.1275',333.340136,-0.127472,3.496,0.057208237986270026,0,,0
47610,b'HIGALBM333.3752-0.2013',333.375241,-0.201301,11.753,0.01701693184718795,0,,0
47618,b'HIGALBM333.3873+0.0318',333.387309,0.031796,11.746,0.017027073046143367,0,,0
47658,b'HIGALBM333.4661-0.1641',333.466096,-0.164091,3.406,0.058719906048150326,105,0.04719031955440558,4
47690,b'HIGALBM333.5251-0.2645',333.525069,-0.264488,11.82,0.01692047377326565,74,0.7061945020279177,0
47701,b'HIGALBM333.5398-0.2423',333.539831,-0.242309,11.82,0.01692047377326565,18,0.7061945020279177,0
47718,b'HIGALBM333.5590-0.2338',333.558996,-0.233823,11.82,0.01692047377326565,18,0.7061945020279177,0
47748,b'HIGALBM333.5984-0.1835',333.598449,-0.183535,3.508,0.05701254275940707,0,,0
47839,b'HIGALBM333.7330-0.4254',333.733009,-0.42545,11.891,0.01681944327642755,0,,0
47858,b'HIGALBM333.7595+0.3635',333.75954,0.363505,2.543,0.07864726700747149,13,0.7979063897036824,0
47937,b'HIGALBM333.9303-0.1320',333.930289,-0.132018,12.071,0.016568635572860577,12,0.23797459480366187,0
48156,b'HIGALBM334.3279-0.2875',334.327925,-0.28746,12.154,0.01645548790521639,13,0.7969013485109582,0
48162,b'HIGALBM334.3321+0.9644',334.332058,0.964362,3.696,0.05411255411255411,0,,0
48167,b'HIGALBM334.3433+0.0481',334.343346,0.048082,10.109,0.019784350578692253,24,9.288377722243473,0
48366,b'HIGALBM334.6562-0.2852',334.656163,-0.285216,11.965,0.01671541997492687,24,10.937421497843268,0
48440,b'HIGALBM334.8404-0.1974',334.840384,-0.197438,12.087,0.01654670306941342,0,,0
48496,b'HIGALBM334.9722-0.0485',334.972227,-0.048487,11.735,0.017043033659991477,24,10.805026738558835,0
48546,b'HIGALBM335.0596-0.4280',335.059649,-0.428039,2.971,0.06731740154830024,30,0.14968548170613405,0
48611,b'HIGALBM335.2193-0.3427',335.21932,-0.34275,3.027,0.06607201850016518,20,0.34786407002481134,0
48711,b'HIGALBM335.4261-0.2397',335.426077,-0.239703,3.208,0.06234413965087282,0,,0
48791,b'HIGALBM335.5848-0.2894',335.584821,-0.289363,3.277,0.061031431187061336,213,0.04277930495176839,4
48842,b'HIGALBM335.6873-0.8108',335.687329,-0.810767,3.66,0.0546448087431694,12,0.23721573196527082,0
48897,b'HIGALBM335.7890+0.1747',335.789046,0.174702,11.897,0.01681096074640666,176,0.04750945840441876,0
49012,b'HIGALBM336.0183-0.8269',336.018334,-0.82692,12.021,0.016637550952499792,29,0.022501784578619056,0
49013,b'HIGALBM336.0204-0.8151',336.020408,-0.815088,12.021,0.016637550952499792,4,10.57094662285893,0
49017,b'HIGALBM336.0266-0.8167',336.02664,-0.81669,12.021,0.016637550952499792,4,10.57094662285893,0
49225,b'HIGALBM336.3585-0.1371',336.358492,-0.137065,8.845,0.022611644997173545,52,0.27082222513674875,0
49252,b'HIGALBM336.4102-0.2559',336.410158,-0.255885,10.34,0.019342359767891684,4,1.8728861399379448,0
49262,b'HIGALBM336.4325-0.2618',336.432534,-0.261783,10.34,0.019342359767891684,0,,0
49305,b'HIGALBM336.4957-0.2578',336.495655,-0.257836,10.205,0.019598236158745713,0,,0
49493,b'HIGALBM336.7737+0.0535',336.773664,0.053491,10.881,0.018380663541953866,0,,0
49520,b'HIGALBM336.8173+0.0604',336.817307,0.06035,10.881,0.018380663541953866,0,,0
49525,b'HIGALBM336.8229+0.0282',336.822874,0.028243,10.794,0.01852881230313137,24,1.0281878585186577,0
49561,b'HIGALBM336.8646+0.0053',336.864577,0.005254,10.804,0.018511662347278787,28,0.27104558026913655,0
49571,b'HIGALBM336.8773-0.0302',336.877267,-0.030202,10.804,0.018511662347278787,0,,0
49575,b'HIGALBM336.8805-0.0043',336.880496,-0.00433,10.804,0.018511662347278787,8,12.601004868090483,0
49577,b'HIGALBM336.8867+0.0485',336.886742,0.048544,10.921,0.01831334126911455,0,,0
49587,b'HIGALBM336.9002-0.0321',336.900208,-0.032108,11.113,0.017996940520111582,0,,0
49594,b'HIGALBM336.9069-0.1618',336.906878,-0.161752,10.936,0.018288222384784197,0,,0
49598,b'HIGALBM336.9157-0.0237',336.915667,-0.023728,11.113,0.017996940520111582,12,0.1354420185386384,0
49617,b'HIGALBM336.9412-0.1563',336.941184,-0.156265,10.936,0.018288222384784197,4,1.6239244824910184,0
49642,b'HIGALBM336.9811-0.0038',336.981065,-0.003831,10.937,0.018286550242296792,0,,0
49645,b'HIGALBM336.9836-0.1829',336.983558,-0.182877,10.806,0.018508236165093468,18,0.44318583643096726,0
49659,b'HIGALBM336.9940-0.0270',336.993962,-0.02698,10.937,0.018286550242296792,36,0.27097620860899085,0
49664,b'HIGALBM337.0041+0.3233',337.004114,0.323317,11.29,0.01771479185119575,28,0.27107911890392206,0
49755,b'HIGALBM337.1225-0.1732',337.122546,-0.173218,10.908,0.018335166850018333,32,0.2713734317218796,0
49762,b'HIGALBM337.1257-0.1839',337.125691,-0.183867,10.908,0.018335166850018333,20,1.6296613935008613,0
49765,b'HIGALBM337.1296-0.1617',337.129602,-0.161664,10.864,0.018409425625920472,8,12.595539633306329,0
49790,b'HIGALBM337.1732-0.0575',337.173217,-0.057467,11.089,0.01803589142393363,0,,0
49793,b'HIGALBM337.1756-0.0324',337.175566,-0.03242,11.134,0.017962996227770794,12,0.23662213202029397,0
49803,b'HIGALBM337.1869-0.0577',337.186946,-0.057665,11.089,0.01803589142393363,0,,0
49812,b'HIGALBM337.2015+0.1142',337.201484,0.114161,10.988,0.018201674554058973,0,,0
49851,b'HIGALBM337.2581-0.1008',337.258051,-0.100834,11.41,0.017528483786152498,0,,0
49980,b'HIGALBM337.4251-0.4022',337.42505,-0.402181,3.042,0.06574621959237344,5,11.362380197675321,0
49987,b'HIGALBM337.4367-0.3974',337.436723,-0.397385,3.1,0.06451612903225806,5,11.362380197675321,0
50105,b'HIGALBM337.6124-0.0595',337.612358,-0.059536,3.815,0.05242463958060288,28,0.2707633178829047,0
50107,b'HIGALBM337.6185-0.0612',337.618468,-0.061213,3.815,0.05242463958060288,28,0.2707633178829047,0
50110,b'HIGALBM337.6320-0.0786',337.631975,-0.078637,3.815,0.05242463958060288,18,0.44074101903491825,0
50131,b'HIGALBM337.6653-0.1759',337.665251,-0.175921,11.912,0.0167897918065816,0,,0
50172,b'HIGALBM337.7051-0.3503',337.705093,-0.350258,3.345,0.059790732436472344,5,11.451001826415695,0
50173,b'HIGALBM337.7053-0.0535',337.705276,-0.053539,11.768,0.01699524133242692,60,0.1428009743840257,0
50176,b'HIGALBM337.7121+0.0878',337.712085,0.087772,11.573,0.017281603732826407,0,,0
50240,b'HIGALBM337.8438-0.3747',337.84385,-0.374714,12.23,0.016353229762878167,37,0.24359567511164434,0
50261,b'HIGALBM337.9041-0.4431',337.904079,-0.443064,3.133,0.06383657835939993,10,12.446046267710585,0
50266,b'HIGALBM337.9118-0.4607',337.911848,-0.460683,3.133,0.06383657835939993,17,0.3284775127196651,0
50271,b'HIGALBM337.9191-0.4940',337.919082,-0.493992,3.133,0.06383657835939993,21,0.3284775127196651,0
50279,b'HIGALBM337.9272-0.4575',337.927202,-0.457521,3.133,0.06383657835939993,9,11.622708785852554,0
50285,b'HIGALBM337.9344-0.5065',337.934391,-0.506505,12.683,0.01576913979342427,17,0.23654370191820281,0
50309,b'HIGALBM337.9708+0.0910',337.970809,0.090991,12.079,0.016557662058117394,0,,0
50329,b'HIGALBM337.9949+0.0787',337.994915,0.078725,12.079,0.016557662058117394,0,,0
50331,b'HIGALBM337.9973+0.1360',337.997286,0.136013,12.131,0.0164866870002473,0,,0
50333,b'HIGALBM337.9995-0.1505',337.999517,-0.150532,11.351,0.01761959298740199,0,,0
50336,b'HIGALBM338.0063+0.0174',338.006311,0.017444,11.684,0.017117425539198903,4,3.059736978793902,0
50372,b'HIGALBM338.0751+0.0118',338.075109,0.01175,11.775,0.016985138004246284,8,0.1428381528301202,0
50490,b'HIGALBM338.2803+0.5422',338.28032,0.54215,4.245,0.04711425206124853,12,0.2357252779912556,0
50494,b'HIGALBM338.2874+0.1197',338.287444,0.119697,2.976,0.06720430107526881,0,,0
50530,b'HIGALBM338.3247-0.4086',338.32469,-0.408588,5.904,0.03387533875338753,23,2.481018276197897,0
50532,b'HIGALBM338.3250+0.1541',338.324994,0.154143,12.946,0.015448787270199289,0,,0
50539,b'HIGALBM338.3319+0.1318',338.33185,0.131804,12.946,0.015448787270199289,0,,0
50548,b'HIGALBM338.3478+0.1335',338.347751,0.133527,12.946,0.015448787270199289,0,,0
50551,b'HIGALBM338.3534+0.1477',338.353399,0.147715,12.946,0.015448787270199289,0,,0
50555,b'HIGALBM338.3565+0.1532',338.35648,0.15316,12.946,0.015448787270199289,0,,0
50559,b'HIGALBM338.3616+0.1405',338.361637,0.14052,12.946,0.015448787270199289,0,,0
50564,b'HIGALBM338.3737-0.1517',338.373726,-0.151661,12.711,0.01573440327275588,0,,0
50571,b'HIGALBM338.3878+0.1619',338.387836,0.161892,12.89,0.015515903801396431,0,,0
50572,b'HIGALBM338.3899+0.1716',338.389859,0.171622,13.082,0.015288182235132243,0,,0
50584,b'HIGALBM338.4005+0.0354',338.400523,0.035366,13.013,0.015369246138476908,0,,0
50590,b'HIGALBM338.4092+0.1833',338.4092,0.18332,13.082,0.015288182235132243,0,,0
50594,b'HIGALBM338.4125+0.1936',338.412489,0.193587,13.082,0.015288182235132243,4,3.0768389578013204,0
50608,b'HIGALBM338.4290+0.0531',338.429041,0.053125,13.013,0.015369246138476908,0,,0
50611,b'HIGALBM338.4353+0.0123',338.435307,0.012252,12.596,0.015878056525881232,12,0.23609786135619723,0
50612,b'HIGALBM338.4356+0.0587',338.435578,0.058708,13.151,0.015207968975743289,0,,0
50639,b'HIGALBM338.4601-0.2448',338.460112,-0.244784,3.96,0.050505050505050504,4,1.3763036519632335,0
50641,b'HIGALBM338.4612-0.2580',338.461231,-0.258012,3.96,0.050505050505050504,4,1.3763036519632335,0
50646,b'HIGALBM338.4718+0.2889',338.471759,0.288912,2.607,0.07671653241273495,5,0.14852807056441503,0
50652,b'HIGALBM338.4755+0.0407',338.475479,0.040692,13.151,0.015207968975743289,0,,0
50659,b'HIGALBM338.4890+0.0448',338.489005,0.044849,13.151,0.015207968975743289,12,0.2356493405322726,0
50702,b'HIGALBM338.5614+0.2175',338.561356,0.217491,12.96,0.015432098765432098,0,,0
50705,b'HIGALBM338.5663+0.1100',338.56631,0.109992,12.963,0.015428527347064723,0,,0
50710,b'HIGALBM338.5681-0.1445',338.568113,-0.144464,12.212,0.016377333770062234,40,0.13378161797883426,0
50729,b'HIGALBM338.5955-0.0032',338.595511,-0.003238,9.884,0.020234722784297856,0,,0
50775,b'HIGALBM338.6810-0.0844',338.681034,-0.084411,2.406,0.0831255195344971,0,,0
50871,b'HIGALBM338.8497+0.4090',338.849688,0.40897,11.767,0.01699668564629897,52,0.27081681651505163,0
50897,b'HIGALBM338.8866+0.5969',338.886602,0.596946,4.325,0.046242774566473986,12,0.23475278450577455,0
50913,b'HIGALBM338.9160+0.3830',338.916042,0.382961,4.1,0.04878048780487805,0,,0
50919,b'HIGALBM338.9260+0.6340',338.925968,0.633988,4.468,0.044762757385854966,51,0.14262895757611935,0
50924,b'HIGALBM338.9285+0.3905',338.928485,0.390544,4.1,0.04878048780487805,0,,0
50928,b'HIGALBM338.9345-0.0622',338.934491,-0.062193,3.48,0.05747126436781609,8,0.5139851265149481,0
51054,b'HIGALBM339.1039+0.1478',339.103924,0.14781,13.372,0.014956625785222853,48,0.1332221413986706,0
51160,b'HIGALBM339.2823+0.1356',339.282315,0.135583,2.448,0.08169934640522876,12,0.23480947921659184,0
51282,b'HIGALBM339.4670+0.0832',339.466952,0.083245,13.907,0.014381246854102251,12,0.13292028530735173,0
51293,b'HIGALBM339.4767+0.1850',339.476676,0.18501,10.444,0.019149751053236307,0,,0
51304,b'HIGALBM339.4865+0.0894',339.486495,0.089407,13.907,0.014381246854102251,36,0.13284987599160505,0
51379,b'HIGALBM339.5843-0.1280',339.584271,-0.128018,2.611,0.07659900421294523,18,2.4725345689298694,0
51386,b'HIGALBM339.5900+0.0830',339.590041,0.083034,14.068,0.014216661927779357,12,0.13284555426002018,0
51410,b'HIGALBM339.6221-0.1209',339.622131,-0.12085,2.611,0.07659900421294523,52,0.2354577650713871,0
51478,b'HIGALBM339.7467+0.0948',339.746689,0.0948,13.535,0.014776505356483192,0,,0
51585,b'HIGALBM339.9266-0.0834',339.926596,-0.083379,13.194,0.015158405335758678,12,0.2348333427729249,0
51594,b'HIGALBM339.9423-0.0936',339.942335,-0.093568,13.194,0.015158405335758678,0,,0
51596,b'HIGALBM339.9485-0.5389',339.948478,-0.538934,12.885,0.015521924718665115,12,0.13307786323175325,0
51602,b'HIGALBM339.9548+0.0591',339.954776,0.059076,13.616,0.014688601645123384,0,,0
51615,b'HIGALBM339.9799-0.5384',339.979859,-0.538449,12.586,0.01589067217543302,0,,0
51619,b'HIGALBM339.9861-0.4249',339.986096,-0.424905,12.946,0.015448787270199289,0,,0
51662,b'HIGALBM340.0715+0.9291',340.071462,0.929051,4.841,0.04131377814501136,0,,0
51784,b'HIGALBM340.2377-0.3680',340.237667,-0.368,12.158,0.016450074025333113,38,9.856035940556826,0
51796,b'HIGALBM340.2488-0.3715',340.248847,-0.37154,12.158,0.016450074025333113,58,0.2671380735095101,0
51797,b'HIGALBM340.2495-0.0456',340.24953,-0.045615,9.304,0.021496130696474634,28,0.2673745516332671,0
51815,b'HIGALBM340.2740-0.2098',340.274017,-0.209797,3.737,0.05351886540005352,8,0.4439233713238665,0
51932,b'HIGALBM340.4487-0.5571',340.44872,-0.557111,3.489,0.05732301519059903,0,,0
52111,b'HIGALBM340.7854-0.0957',340.785418,-0.095655,12.778,0.015651901706057285,8,0.5106326281585378,0
52162,b'HIGALBM340.8771-0.3735',340.877085,-0.373533,12.547,0.01594006535426795,12,0.2343928775827643,0
52291,b'HIGALBM341.1268-0.3456',341.126849,-0.345591,3.536,0.05656108597285068,40,0.2342015934059352,0
52351,b'HIGALBM341.2149-0.2359',341.214889,-0.235877,12.386,0.016147263038914905,83,0.23416306975355428,0
52354,b'HIGALBM341.2174-0.2116',341.217444,-0.211593,3.661,0.054629882545752524,12,0.23518363376402138,0
52368,b'HIGALBM341.2376-0.2697',341.237585,-0.26971,3.495,0.05722460658082976,12,0.23425603557312957,0
52383,b'HIGALBM341.2627-0.2992',341.262729,-0.299204,3.495,0.05722460658082976,0,,0
52390,b'HIGALBM341.2756+0.0620',341.275614,0.061989,2.0,0.1,0,,0
52401,b'HIGALBM341.2886-0.2902',341.288603,-0.290213,3.495,0.05722460658082976,0,,0
52598,b'HIGALBM341.7013+0.0528',341.701297,0.052788,12.964,0.015427337241592102,0,,0
52705,b'HIGALBM341.9273-0.1685',341.927339,-0.168461,3.495,0.05722460658082976,12,0.28620534707508594,0
52713,b'HIGALBM341.9409-0.1669',341.940926,-0.166943,3.495,0.05722460658082976,12,0.28641465697554447,0
52737,b'HIGALBM341.9734+0.2256',341.973405,0.2256,2.0,0.1,0,,0
52779,b'HIGALBM342.0590+0.4212',342.058984,0.421151,5.14,0.038910505836575876,12,0.2860025397956351,0
52875,b'HIGALBM342.2497+0.3086',342.249681,0.308638,2.0,0.1,0,,0
52940,b'HIGALBM342.3568+0.1077',342.356849,0.107714,2.0,0.1,24,11.266940036432732,0
52949,b'HIGALBM342.3686+0.1401',342.368569,0.140063,11.124,0.017979144192736426,0,,0
52956,b'HIGALBM342.3834+0.1239',342.383441,0.123886,11.124,0.017979144192736426,0,,0
53008,b'HIGALBM342.4841+0.1825',342.484074,0.182457,5.163,0.03873716831299632,0,,0
53104,b'HIGALBM342.7076+0.1257',342.707615,0.125695,4.011,0.049862877088007976,40,0.27173599375349256,0
53206,b'HIGALBM342.9585-0.3180',342.958524,-0.317981,12.959,0.01543328960567945,0,,0
53382,b'HIGALBM343.3533-0.0782',343.353303,-0.078164,2.0,0.1,4,4.712638996285419,0
53383,b'HIGALBM343.3538-0.0666',343.353777,-0.066623,2.0,0.1,4,4.712638996285419,0
53444,b'HIGALBM343.4772-0.0276',343.47718,-0.027616,13.432,0.014889815366289458,0,,0
53450,b'HIGALBM343.4873-0.0608',343.487299,-0.060809,2.0,0.1,4,3.0312601196649074,0
53459,b'HIGALBM343.5014-0.4723',343.501433,-0.472274,2.0,0.1,0,,0
53460,b'HIGALBM343.5024-0.0138',343.502431,-0.013833,13.357,0.014973422175638242,0,,0
53468,b'HIGALBM343.5212-0.5172',343.521156,-0.517161,2.0,0.1,64,0.2859102301032721,0
53529,b'HIGALBM343.6891-0.0185',343.689078,-0.018512,2.0,0.1,0,,0
53542,b'HIGALBM343.7207-0.2228',343.720734,-0.222793,2.0,0.1,13,0.7555215287493596,0
53560,b'HIGALBM343.7560-0.1629',343.756048,-0.162912,2.892,0.06915629322268327,108,0.4330012532479665,0
53615,b'HIGALBM343.8594-0.1008',343.859431,-0.100801,2.0,0.1,13,0.7555219180651851,0
53639,b'HIGALBM343.9037-0.6711',343.903727,-0.671098,2.692,0.07429420505200594,12,0.2860947898938355,0
53651,b'HIGALBM343.9291+0.1251',343.929146,0.125134,17.483,0.011439684264714294,0,,0
53734,b'HIGALBM344.1032-0.6609',344.103168,-0.660895,2.71,0.07380073800738007,31,1.1331097653103992,0
53800,b'HIGALBM344.2210-0.5932',344.220997,-0.593159,2.643,0.07567158531971245,64,0.18130378893388915,0
53805,b'HIGALBM344.2265-0.5702',344.226457,-0.570171,2.643,0.07567158531971245,16,0.43149853311182323,0
53806,b'HIGALBM344.2281-0.5833',344.228051,-0.583326,2.643,0.07567158531971245,13,12.840184158237985,0
53892,b'HIGALBM344.4217+0.0454',344.421709,0.045373,11.802,0.01694628029147602,36,0.1608634538841716,0
53895,b'HIGALBM344.4252+0.0468',344.425219,0.046837,11.802,0.01694628029147602,30,0.1608634538841716,0
53970,b'HIGALBM344.5816-0.0235',344.581594,-0.023491,13.122,0.015241579027587259,0,,0
54160,b'HIGALBM344.9890-0.2770',344.989015,-0.276982,2.953,0.06772773450728073,0,,0
54161,b'HIGALBM344.9898-0.2685',344.989784,-0.268453,2.953,0.06772773450728073,0,,0
54173,b'HIGALBM345.0035-0.2239',345.003471,-0.223897,5.736,0.03486750348675035,76,0.034327717854431825,7
54283,b'HIGALBM345.1801+1.0452',345.180051,1.045238,1.933,0.10346611484738748,16,0.021381204699098863,4
54289,b'HIGALBM345.1934+1.0298',345.193434,1.029762,1.933,0.10346611484738748,43,0.2690694087031435,0
54315,b'HIGALBM345.2147+1.0290',345.214742,1.028967,1.933,0.10346611484738748,8,0.5007324940328866,0
54317,b'HIGALBM345.2161+1.0192',345.216052,1.019183,1.933,0.10346611484738748,8,0.5007324940328866,0
54350,b'HIGALBM345.2619-0.4181',345.261877,-0.418131,13.602,0.014703720041170416,0,,0
54405,b'HIGALBM345.3336+1.0210',345.333583,1.020983,1.942,0.10298661174047374,12,0.284381529782113,0
54549,b'HIGALBM345.5275-0.0515',345.527521,-0.051463,15.82,0.012642225031605562,0,,0
54588,b'HIGALBM345.5817-0.0488',345.581726,-0.048848,15.042,0.013296104241457253,0,,0
54631,b'HIGALBM345.6488+0.0099',345.648765,0.009865,15.548,0.012863390789812194,8,0.4316182101698522,0
54644,b'HIGALBM345.6655-0.0037',345.665452,-0.003676,15.548,0.012863390789812194,0,,0
54662,b'HIGALBM345.6984-0.0896',345.698386,-0.08958,13.835,0.014456089627755691,0,,0
54675,b'HIGALBM345.7169+0.8169',345.71693,0.816937,1.548,0.12919896640826872,0,,0
54841,b'HIGALBM345.9850-0.0199',345.984982,-0.019935,12.85,0.01556420233463035,0,,0
54876,b'HIGALBM346.0761-0.0542',346.076112,-0.054197,10.72,0.018656716417910446,0,,0
54963,b'HIGALBM346.2334-0.3194',346.233448,-0.319399,15.033,0.013304064391671656,0,,0
55107,b'HIGALBM346.4808+0.1323',346.480847,0.132303,10.417,0.01919938561966017,0,,0
55126,b'HIGALBM346.5221+0.0851',346.522107,0.085137,16.85,0.011869436201780416,0,,0
55346,b'HIGALBM347.0798-0.3963',347.079828,-0.39626,14.897,0.01342552191716453,8,0.42572653461279963,0
55434,b'HIGALBM347.2966+0.1332',347.296607,0.133203,6.141,0.03256798567008631,0,,0
55535,b'HIGALBM347.5839+0.2167',347.583931,0.21669,5.757,0.03474031613687684,12,0.15915035617329856,0
55542,b'HIGALBM347.5976+0.2290',347.597594,0.229049,5.757,0.03474031613687684,0,,0
55544,b'HIGALBM347.6007+0.2442',347.600703,0.244167,10.945,0.01827318410232983,0,,0
55556,b'HIGALBM347.6147+0.1508',347.614744,0.150849,10.377,0.019273393080851884,0,,0
55564,b'HIGALBM347.6284+0.1483',347.62836,0.148299,10.377,0.019273393080851884,16,0.15920027761306887,0
55568,b'HIGALBM347.6317+0.2108',347.63173,0.210819,5.757,0.03474031613687684,4,2.5642360805347897,0
55574,b'HIGALBM347.6470+0.1367',347.646983,0.136745,10.318,0.01938360147315371,4,2.568314926032837,0
55673,b'HIGALBM347.8702-0.3158',347.870221,-0.315837,6.315,0.03167062549485352,16,0.15919258776873868,0
55674,b'HIGALBM347.8707+0.0140',347.870678,0.013963,13.045,0.015331544653123802,4,2.5730705364142903,0
55687,b'HIGALBM347.8983+0.0438',347.898264,0.043821,13.111,0.015254366562428495,0,,0
55689,b'HIGALBM347.9024+0.0523',347.902374,0.052335,10.915,0.01832340815391663,0,,0
55720,b'HIGALBM347.9669-0.4318',347.966915,-0.431821,10.274,0.019466614755693983,20,0.1591751685586367,0
55813,b'HIGALBM348.1709+0.4646',348.170948,0.464558,1.395,0.14336917562724014,13,1.134799112468772,0
55818,b'HIGALBM348.1752+0.4917',348.175179,0.491675,1.395,0.14336917562724014,0,,0
55825,b'HIGALBM348.1832+0.4823',348.183165,0.482315,1.395,0.14336917562724014,45,0.42733801319925646,0
56134,b'HIGALBM348.6492+0.0230',348.649179,0.023029,10.923,0.018309988098507736,0,,0
56319,b'HIGALBM348.8917-0.1799',348.891671,-0.179862,13.597,0.01470912701331176,0,,0
56440,b'HIGALBM349.0918+0.1053',349.09177,0.10535,10.89,0.018365472910927456,8,0.4248654808517884,0
56447,b'HIGALBM349.1044+0.1145',349.104398,0.114488,10.916,0.01832172957127153,0,,0
56449,b'HIGALBM349.1073+0.0803',349.107341,0.080334,10.821,0.01848258016819148,8,2.5463419759970853,0
56450,b'HIGALBM349.1078+0.0874',349.107834,0.087387,10.821,0.01848258016819148,4,2.5472802838293047,0
56475,b'HIGALBM349.1436+0.0232',349.14357,0.023221,22.024,0.009081002542680712,0,,0
